Symbol,Name,Outstanding,IPO Year,Sector,Industry
MMV,MultiMetaVerse Holdings Limited Class A Ordinary Share,33048909,2021,Finance,Blank Checks
MMVWW,MultiMetaVerse Holdings Limited Warrant,0,2021,Finance,Blank Checks
MMYT,MakeMyTrip Limited Ordinary Shares,106130472,2010,Consumer Discretionary,Transportation Services
MNDO,MIND C.T.I. Ltd. Ordinary Shares,20120000,,Technology,EDP Services
MNDY,monday.com Ltd. Ordinary Shares,47740000,2021,Technology,Computer Software: Prepackaged Software
MNK,Mallinckrodt plc Ordinary Shares,13289179,2022,Health Care,Biotechnology: Pharmaceutical Preparations
MNKD,MannKind Corporation Common Stock,268355182,2004,Health Care,Biotechnology: Pharmaceutical Preparations
MNMD,Mind Medicine (MindMed) Inc. Common Shares,39716868,,Health Care, Medicinal Chemicals and Botanical Products 
MNOV,Medicinova Inc Common Stock,49046246,,Health Care,Biotechnology: Pharmaceutical Preparations
MNP,Western Asset Municipal Partners Fund Inc. Common Stock,0,1993,Finance,Trusts Except Educational Religious and Charitable
MNPR,Monopar Therapeutics Inc. Common Stock,13222056,2019,Health Care,Biotechnology: Pharmaceutical Preparations
MNRO,Monro Inc. Common Stock,31418008,1991,Consumer Discretionary,Automotive Aftermarket
MNSB,MainStreet Bancshares Inc. Common Stock,7522296,,Finance,Major Banks
MNSBP,MainStreet Bancshares Inc. Depositary Shares,7522297,,Finance,Major Banks
MNSO,MINISO Group Holding Limited American Depositary Shares each representing four Ordinary Shares,315922421,2020,Consumer Discretionary,Department/Specialty Retail Stores
MNST,Monster Beverage Corporation,1047518325,,Consumer Staples,Beverages (Production/Distribution)
MNTK,Montauk Renewables Inc. Common Stock,143661719,2021,Utilities,Natural Gas Distribution
MNTN,Everest Consolidator Acquisition Corporation Class A Common Stock,0,2022,Finance,Blank Checks
MNTS,Momentus Inc. Class A Common Stock,95040315,2019,Miscellaneous,Miscellaneous
MNTSW,Momentus Inc. Warrant,95040304,2019,Industrials,Military/Government/Technical
MNTX,Manitex International Inc. Common Stock,20252113,,Technology,Industrial Machinery/Components
MO,Altria Group Inc.,1774609984,,Health Care, Medicinal Chemicals and Botanical Products 
MOB,Mobilicom Limited American Depositary Shares,4820000,2022,Real Estate,Real Estate Investment Trusts
MOBBW,Mobilicom Limited Warrants,1331279665,2022,Real Estate,Real Estate Investment Trusts
MOBQ,Mobiquity Technologies Inc. Common Stock,2574084,,Consumer Discretionary,Advertising
MOBQW,Mobiquity Technologies Inc. Warrant,2574071,,Consumer Discretionary,Advertising
MOBV,Mobiv Acquisition Corp Class A Common Stock,0,2022,Finance,Blank Checks
MOBVU,Mobiv Acquisition Corp Unit,0,2022,Finance,Blank Checks
MOBVW,Mobiv Acquisition Corp Warrant,0,2022,Finance,Blank Checks
MOD,Modine Manufacturing Company Common Stock,52283256,,Consumer Discretionary,Auto Parts:O.E.M.
MODD,Modular Medical Inc. Common Stock,10932098,,Health Care,Industrial Specialties
MODG,Topgolf Callaway Brands Corp. Common Stock,185602572,,Consumer Discretionary,Recreational Games/Products/Toys
MODN,Model N Inc. Common Stock,38106970,2013,Technology,EDP Services
MODV,ModivCare Inc. Common Stock,14181254,2003,Consumer Discretionary,Transportation Services
MOFG,MidWestOne Financial Gp Common Stock,15685123,,Finance,Major Banks
MOGO,Mogo Inc. Common Shares,24990541,,Finance,Finance: Consumer Services
MOGU,MOGU Inc. American Depositary Shares (each  representing 25 Class A Ordinary Shares),7204382,2018,Consumer Discretionary,Business Services
MOH,Molina Healthcare Inc Common Stock,58300000,2003,Health Care,Medical Specialities
MOLN,Molecular Partners AG American Depositary Shares,36044705,2021,Miscellaneous,Miscellaneous
MOMO,Hello Group Inc. American Depositary Shares,188485667,2014,Technology,Computer Software: Prepackaged Software
MOND,Mondee Holdings Inc. Class A Common Stock,83992564,2021,Consumer Discretionary,Transportation Services
MOR,MorphoSys AG American Depositary Shares,136927771,2018,Health Care,Biotechnology: Pharmaceutical Preparations
MORF,Morphic Holding Inc. Common Stock,47922520,2019,Health Care,Biotechnology: Pharmaceutical Preparations
MORN,Morningstar Inc. Common Stock,42653700,2005,Finance,Investment Managers
MOS,Mosaic Company (The) Common Stock,332280008,,Industrials,Agricultural Chemicals
MOTS,Motus GI Holdings Inc. Common Stock,4778873,2018,Health Care,Medical/Dental Instruments
MOV,Movado Group Inc. Common Stock,22142458,,Consumer Discretionary,Consumer Specialties
MOVE,Movano Inc. Common Stock,41446660,2021,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MOXC,Moxian (BVI) Inc Ordinary Shares,19341528,,Technology,Computer Software: Programming Data Processing
MP,MP Materials Corp. Common Stock,177648548,2020,Basic Materials,Metal Mining
MPA,Blackrock MuniYield Pennsylvania Quality Fund Common Stock,0,1992,Finance,Finance Companies
MPAA,Motorcar Parts  of America Inc. Common Stock,19491394,,Consumer Discretionary,Auto Parts:O.E.M.
MPB,Mid Penn Bancorp Common Stock,16573176,,Finance,Major Banks
MPC,Marathon Petroleum Corporation Common Stock,399844048,,Energy,Integrated oil Companies
MPLN,MultiPlan Corporation Class A Common Stock,649480795,2020,Consumer Discretionary,Business Services
MPLX,MPLX LP Common Units Representing Limited Partner Interests,1001216867,2012,Energy,Oil & Gas Production
MPRA,Mercato Partners Acquisition Corporation Class A Common Stock,0,2021,Finance,Blank Checks
MPRAW,Mercato Partners Acquisition Corporation Warrant,0,2021,Finance,Blank Checks
MPTI,M-tron Industries Inc. Common Stock,2726797,2022,Miscellaneous,Miscellaneous
MPU,Mega Matrix Corp. Common Stock,31564054,1998,Consumer Discretionary,Diversified Commercial Services
MPV,Barings Participation Investors Common Stock,10601700,1988,Finance,Finance Companies
MPW,Medical Properties Trust Inc. common stock,598300000,2005,Real Estate,Real Estate Investment Trusts
MPWR,Monolithic Power Systems Inc. Common Stock,47778000,2004,Technology,Semiconductors
MPX,Marine Products Corporation Common Stock,34466725,2001,Industrials,Marine Transportation
MQ,Marqeta Inc. Class A Common Stock,530599317,2021,Technology,Computer Software: Prepackaged Software
MQT,Blackrock MuniYield Quality Fund II Inc. Common Stock,149302632,1992,Finance,Investment Bankers/Brokers/Service
MQY,Blackrock MuniYield Quality Fund Inc. Common Stock,149302632,1992,Finance,Investment Bankers/Brokers/Service
MRAI,Marpai Inc. Class A Common Stock,7255813,2021,Health Care,Managed Health Care
MRAM,Everspin Technologies Inc. Common Stock,20787578,2016,Technology,Semiconductors
MRBK,Meridian Corporation Common Stock,11177750,2017,Finance,Major Banks
MRC,MRC Global Inc. Common Stock,84212434,2012,Industrials,Industrial Machinery/Components
MRCC,Monroe Capital Corporation Common Stock,21966340,2012,Finance,Investment Managers
MRCY,Mercury Systems Inc Common Stock,58190096,1998,Miscellaneous,Miscellaneous
MRDB,MariaDB plc Ordinary Shares,66914435,2022,Finance,Blank Checks
MREO,Mereo BioPharma Group plc American Depositary Shares,124985704,,Health Care,Biotechnology: Pharmaceutical Preparations
MRIN,Marin Software Incorporated Common Stock,17792999,,Technology,EDP Services
MRK,Merck & Company Inc. Common Stock (new),2537521168,,Health Care,Biotechnology: Pharmaceutical Preparations
MRKR,Marker Therapeutics Inc. Common Stock,8798829,,Health Care,Biotechnology: Pharmaceutical Preparations
MRM,MEDIROM Healthcare Technologies Inc. American Depositary Share,4882500,2020,Consumer Discretionary,Other Consumer Services
MRNA,Moderna Inc. Common Stock,380592587,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MRNS,Marinus Pharmaceuticals Inc. Common Stock,50547986,2014,Health Care,Biotechnology: Pharmaceutical Preparations
MRO,Marathon Oil Corporation Common Stock,605687177,,Energy,Oil & Gas Production
MRSN,Mersana Therapeutics Inc. Common Stock,120507291,2017,Health Care,Biotechnology: Pharmaceutical Preparations
MRT,Marti Technologies Inc. Class A Ordinary Shares,0,2021,Consumer Discretionary,Rental/Leasing Companies
MRTN,Marten Transport Ltd. Common Stock,81301467,1986,Industrials,Trucking Freight/Courier Services
MRTX,Mirati Therapeutics Inc. Common Stock,58604346,,Health Care,Biotechnology: Pharmaceutical Preparations
MRUS,Merus N.V. Common Shares,49859488,2016,Health Care,Biotechnology: Pharmaceutical Preparations
MRVI,Maravai LifeSciences Holdings Inc. Class A Common Stock,251017587,2020,Health Care,Biotechnology: Pharmaceutical Preparations
MRVL,Marvell Technology Inc. Common Stock,675700000,2000,Technology,Semiconductors
MS,Morgan Stanley Common Stock,1656966580,,Finance,Investment Bankers/Brokers/Service
MS^A,Morgan Stanley Dep Shs repstg 1/1000 Pfd Ser A,-1,,Miscellaneous,Miscellaneous
MS^E,Morgan Stanley DEPOSITARY SHARES REP 1/1000TH SHARES FIXED/FLTG PREFERRED STOCK SERIES E,-1,,Miscellaneous,Miscellaneous
MS^F,Morgan Stanley Dep Shs Rpstg 1/1000th Int Prd Ser F Fxd to Flag,-1,,Miscellaneous,Miscellaneous
MS^I,Morgan Stanley Depository Shares Representing 1/1000th Preferred Series 1 Fixed to Floating Non (Cum),-1,,Miscellaneous,Miscellaneous
MS^K,Morgan Stanley Depositary Shares each representing 1/1000th of a share of Fixed-to-Floating Rate Non-Cumulative Preferred Stock  Series K,-1,,Miscellaneous,Miscellaneous
MS^L,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 4.875% Non-Cumulative Preferred Stock Series L,-1,,Miscellaneous,Miscellaneous
MS^O,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 4.250% Non-Cumulative Preferred Stock Series O,-1,,Miscellaneous,Miscellaneous
MS^P,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 6.500% Non-Cumulative Preferred Stock Series P,-1,,Miscellaneous,Miscellaneous
MSA,MSA Safety Incorporated Common Stock,39300935,2000,Health Care,Industrial Specialties
MSB,Mesabi Trust Common Stock,13120010,,Industrials,Precious Metals
MSBI,Midland States Bancorp Inc. Common Stock,21796334,2016,Finance,Major Banks
MSBIP,Midland States Bancorp Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.750% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series A,21796333,,Finance,Major Banks
MSC,Studio City International Holdings Limited American depositary shares each representing four  Class A ordinary shares,210716115,2018,Consumer Discretionary,Hotels/Resorts
MSCI,MSCI Inc. Common Stock,79088640,,Consumer Discretionary,Business Services
MSD,Morgan Stanley Emerging Markets Debt Fund Inc. Common Stock,0,1993,Finance,Trusts Except Educational Religious and Charitable
MSEX,Middlesex Water Company Common Stock,17747757,,Utilities,Water Supply
MSFT,Microsoft Corporation Common Stock,7429763721,1986,Technology,Computer Software: Prepackaged Software
MSGE,Madison Square Garden Entertainment Corp. Class A Common Stock,51018927,2023,Consumer Discretionary,Services-Misc. Amusement & Recreation
MSGM,Motorsport Games Inc. Class A Common Stock,3398934,2021,Technology,Computer Software: Prepackaged Software
MSGS,Madison Square Garden Sports Corp. Class A Common Stock (New),23893360,2015,Consumer Discretionary,Services-Misc. Amusement & Recreation
MSI,Motorola Solutions Inc. Common Stock,167019632,,Technology,Radio And Television Broadcasting And Communications Equipment
MSM,MSC Industrial Direct Company Inc. Common Stock,55911685,1995,Industrials,Industrial Machinery/Components
MSN,Emerson Radio Corporation Common Stock,21042651,1994,Consumer Staples,Consumer Electronics/Appliances
MSSA,Metal Sky Star Acquisition Corporation Ordinary shares,0,2022,Finance,Blank Checks
MSSAR,Metal Sky Star Acquisition Corporation Right,0,2022,Finance,Blank Checks
MSSAU,Metal Sky Star Acquisition Corporation Unit,0,2022,Finance,Blank Checks
MSSAW,Metal Sky Star Acquisition Corporation Warrant,0,2022,Finance,Blank Checks
MSTR,MicroStrategy Incorporated Common Stock Class A,14085393,1998,Technology,Computer Software: Prepackaged Software
MSVB,Mid-Southern Bancorp Inc. Common Stock,2885039,2018,Finance,Savings Institutions
MT,Arcelor Mittal NY Registry Shares NEW,805337929,,Industrials,Steel/Iron Ore
MTA,Metalla Royalty & Streaming Ltd. Common Shares,52532860,,Basic Materials,Precious Metals
MTAL,Metals Acquisition Limited Ordinary Shares,0,,Finance,Blank Checks
MTB,M&T Bank Corporation Common Stock,165948635,,Finance,Major Banks
MTB^H,M&T Bank Corporation Perpetual Fixed-to-Floating Rate Non-Cumulative Preferred Stock Series H,-1,,Miscellaneous,Miscellaneous
MTBL,Moatable Inc. American Depositary Share (each representing forty-five (45) Class A Ordinary Shares),18343089,2011,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
MTC,MMTec Inc. Common Shares,3140000,2019,Technology,Computer Software: Prepackaged Software
MTCH,Match Group Inc. Common Stock,278086755,,Technology,Computer Software: Programming Data Processing
MTD,Mettler-Toledo International Inc. Common Stock,21864817,1997,Industrials,Biotechnology: Laboratory Analytical Instruments
MTDR,Matador Resources Company Common Stock,119148250,2012,Energy,Oil & Gas Production
MTEK,Maris-Tech Ltd. Ordinary Shares,8000000,2022,Miscellaneous,Miscellaneous
MTEKW,Maris-Tech Ltd. Warrants,7999214,2022,Miscellaneous,Miscellaneous
MTEM,Molecular Templates Inc. Common Stock,56351647,2005,Health Care,Biotechnology: Pharmaceutical Preparations
MTEX,Mannatech Incorporated Common Stock,1871501,,Health Care, Medicinal Chemicals and Botanical Products 
MTG,MGIC Investment Corporation Common Stock,282320501,1991,Finance,Property-Casualty Insurers
MTH,Meritage Homes Corporation Common Stock,36765267,,Consumer Discretionary,Homebuilding
MTLS,Materialise NV American Depositary Shares,59067185,2014,Technology,Computer Software: Prepackaged Software
MTN,Vail Resorts Inc. Common Stock,38553666,1997,Consumer Discretionary,Services-Misc. Amusement & Recreation
MTNB,Matinas Biopharma Holdings Inc. Common Stock,217264528,2017,Health Care,Biotechnology: Pharmaceutical Preparations
MTR,Mesa Royalty Trust Common Stock,1863589,,Energy,Oil & Gas Production
MTRN,Materion Corporation,20636757,,Industrials,Industrial Specialties
MTRX,Matrix Service Company Common Stock,27047318,1990,Consumer Discretionary,Engineering & Construction
MTRY,Monterey Innovation Acquisition Corp. Common Stock,0,2021,Finance,Blank Checks
MTRYW,Monterey Innovation Acquisition Corp. Warrant,0,2021,Finance,Blank Checks
MTSI,MACOM Technology Solutions Holdings Inc. Common Stock,70987756,2012,Technology,Semiconductors
MTTR,Matterport Inc. Class A Common Stock,301235621,2021,Technology,Computer Software: Prepackaged Software
MTW,Manitowoc Company Inc. (The) Common Stock,35045445,,Industrials,Construction/Ag Equipment/Trucks
MTX,Minerals Technologies Inc. Common Stock,32543753,1992,Industrials,Major Chemicals
MTZ,MasTec Inc. Common Stock,78860414,,Industrials,Water Sewer Pipeline Comm & Power Line Construction
MU,Micron Technology Inc. Common Stock,1094394354,,Technology,Semiconductors
MUA,Blackrock MuniAssets Fund Inc Common Stock,149302633,1993,Finance,Investment Bankers/Brokers/Service
MUC,Blackrock MuniHoldings California Quality Fund Inc.  Common Stock,149302632,1998,Finance,Investment Bankers/Brokers/Service
MUE,Blackrock MuniHoldings Quality Fund II Inc. Common Stock,149302632,,Finance,Investment Bankers/Brokers/Service
MUFG,Mitsubishi UFJ Financial Group Inc. Common Stock,12687710919,,Finance,Commercial Banks
MUI,BlackRock Municipal Income Fund Inc. Common Stock,149302633,2003,Finance,Investment Bankers/Brokers/Service
MUJ,Blackrock MuniHoldings New Jersey Quality Fund Inc. Common Stock,149302633,1998,Finance,Investment Bankers/Brokers/Service
MULN,Mullen Automotive Inc. Common Stock,16854100,,Consumer Discretionary,Auto Manufacturing
MUR,Murphy Oil Corporation Common Stock,156155340,,Energy,Oil & Gas Production
MURF,Murphy Canyon Acquisition Corp. Class A Common Stock,0,2022,Health Care,Biotechnology: Pharmaceutical Preparations
MURFU,Murphy Canyon Acquisition Corp. Unit,0,2022,Health Care,Biotechnology: Pharmaceutical Preparations
MURFW,Murphy Canyon Acquisition Corp. Warrant,0,2022,Health Care,Biotechnology: Pharmaceutical Preparations
MUSA,Murphy USA Inc. Common Stock,21453013,2013,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
